name,year,latitude,longitude,city,region,zipCode,cuisine,price,stars
Guo Fu Lou,2019,22.278313,114.16034,Hong Kong,Hong Kong,N/A,Cantonese,$$$,1
Celebrity Cuisine,2019,22.284334,114.15312,Hong Kong,Hong Kong,N/A,Cantonese,$$,1
Sushi Wadatsumi,2019,22.281038,114.15646,Hong Kong,Hong Kong,N/A,Sushi,$$$,1
Arcane,2019,22.280624,114.15682,Hong Kong,Hong Kong,N/A,European contemporary,$$$,1
Duddell's,2019,22.28008,114.157364,Hong Kong,Hong Kong,N/A,Cantonese,$$$,1
Beefbar,2019,22.27982,114.15752,Hong Kong,Hong Kong,N/A,Steakhouse,$$,1
New Punjab Club,2019,22.28005,114.15525,Hong Kong,Hong Kong,N/A,Indian,$$,1
Kaiseki Den by Saotome,2019,22.285713,114.147865,Hong Kong,Hong Kong,N/A,Japanese,$$$$$,1
Belon,2019,22.281662,114.152405,Hong Kong,Hong Kong,N/A,French,$$$,1
Tate,2019,22.280996,114.15276,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,1
The Ocean,2019,22.235146,114.198524,Hong Kong,Hong Kong,N/A,French,$$$$$,1
Costes Downtown,2019,47.50113,19.048595,Budapest,Hungary,1051,Modern cuisine,$$$$,1
Borkonyha Winekitchen,2019,47.49953,19.052391,Budapest,Hungary,1051,Modern cuisine,$$$$,1
Stand,2019,47.500244,19.059624,Budapest,Hungary,1061,Modern cuisine,$$$,1
Babel,2019,47.492603,19.05256,Budapest,Hungary,1052,Modern cuisine,$$$$$,1
Costes,2019,47.48873,19.061779,Budapest,Hungary,1092,Modern cuisine,$$$$$,1
The Kitchen,2019,22.191442,113.543,Macau,Macau,N/A,Steakhouse,$$$,1
Tim's Kitchen,2019,22.189898,113.5439,Macau,Macau,N/A,Cantonese,$$,1
Wing Lei,2019,22.188028,113.54578,Macau,Macau,N/A,Cantonese,$$,1
King,2019,22.190178,113.54028,Macau,Macau,N/A,Cantonese,$,1
Ying,2019,22.161234,113.555405,Macau,Macau,N/A,Cantonese,$$,1
Shinji by Kanesaka,2019,22.149635,113.56397,Macau,Macau,N/A,Sushi,$$$$,1
The Golden Peacock,2019,22.148178,113.56335,Macau,Macau,N/A,Indian,$,1
Zi Yat Heen,2019,22.145418,113.56152,Macau,Macau,N/A,Cantonese,$$,1
8 1/2 Otto e Mezzo - Bombana,2019,22.14918,113.55393,Macau,Macau,N/A,Italian,$$$,1
Pearl Dragon,2019,22.140524,113.56256,Macau,Macau,N/A,Cantonese,$$$,1
Lai Heen,2019,22.148754,113.551926,Macau,Macau,N/A,Cantonese,$$,1
FAGN,2019,63.43392,10.39628,Trondheim,Norway,7010,Modern cuisine,$$$$,1
Credo,2019,63.43391,10.39631,Trondheim,Norway,7066,Creative,$$$$,1
RE-NAA,2019,58.972088,5.732877,Stavanger,Norway,4006,Creative,$$$$,1
Sabi Omakase,2019,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,$$$$,1
Galt,2019,59.91661,10.71369,Oslo,Norway,263,Modern cuisine,$$$,1
Kontrast,2019,59.92355,10.75106,Oslo,Norway,178,Scandinavian,$$$,1
Statholdergaarden,2019,59.90937,10.74305,Oslo,Norway,151,Classic cuisine,$$$$,1
Del Posto,2019,40.74327,-74.0077,New York,New York City,10011,Italian,$$$$,1
Le Grill de Joël Robuchon,2019,40.742897,-74.0077,New York,New York City,N/A,French,$$$$,1
L'Appart,2019,40.711903,-74.01544,New York,New York City,10281,French,$$$$,1
Okuda,2019,40.743793,-74.00633,New York,New York City,N/A,Japanese,$$$$,1
Wallsé,2019,40.73538,-74.00814,New York,New York City,10014,Austrian,$$$$,1
Jeju Noodle Bar,2019,40.732952,-74.00744,New York,New York City,10014,Korean,$$,1
Sushi Nakazawa,2019,40.731716,-74.00451,New York,New York City,10014,Japanese,$$$$,1
Kosaka,2019,40.738316,-74.00137,New York,New York City,10011,Japanese,$$$$,1
Bâtard,2019,40.719616,-74.00589,New York,New York City,10013,Contemporary,$$$$,1
Hirohisa,2019,40.72452,-74.003006,New York,New York City,10012,Japanese,$$$,1
Blue Hill,2019,40.7321,-73.9996,New York,New York City,10011,American,$$$$,1
ZZ's Clam Bar,2019,40.727646,-74.00046,New York,New York City,10012,Seafood,$$$$,1
Babbo,2019,40.73233,-73.99916,New York,New York City,10011,Italian,$$$$,1
Carbone,2019,40.727966,-74.00017,New York,New York City,10003,Italian,$$$$,1
Le Coucou,2019,40.719162,-74.00001,New York,New York City,10013,French,$$$,1
Aldea,2019,40.73885,-73.99366,New York,New York City,10011,Mediterranean,$$$$,1
Cote,2019,40.73778,-73.99375,New York,New York City,10010,Korean,$$$,1
Bouley at Home,2019,40.74114,-73.99242,New York,New York City,N/A,Contemporary,$$$,1
Gotham Bar and Grill,2019,40.73417,-73.99379,New York,New York City,10003,American,$$$$,1
Nix,2019,40.733166,-73.993515,New York,New York City,10003,Vegetarian,$$$,1
Junoon,2019,40.74325,-73.99077,New York,New York City,10010,Indian,$$$$,1
NoMad,2019,40.74497,-73.98883,New York,New York City,10001,Contemporary,$$$$,1
The Musket Room,2019,40.723915,-73.99375,New York,New York City,10012,Contemporary,$$$,1
Uncle Boons,2019,40.721203,-73.99441,New York,New York City,10012,Thai,$$,1
Noda,2019,40.74497,-73.988075,New York,New York City,N/A,Japanese,$$$$,1
Gramercy Tavern,2019,40.73849,-73.98868,New York,New York City,10003,Contemporary,$$$$,1
The Clocktower,2019,40.7414,-73.987595,New York,New York City,10010,Contemporary,$$$,1
Ai Fiori,2019,40.75013,-73.98357,New York,New York City,10018,Italian,$$$$,1
Casa Mono,2019,40.73595,-73.98706,New York,New York City,10003,Spanish,$$$,1
Jewel Bako,2019,40.72713,-73.98928,New York,New York City,10003,Japanese,$$$,1
The River Café,2019,40.703613,-73.994774,New York,New York City,11201,Contemporary,$$$$,1
Bar Uchū,2019,40.72191,-73.99003,New York,New York City,10002,Japanese,$$$$,1
Café China,2019,40.749973,-73.98228,New York,New York City,10016,Chinese,$$,1
Kanoyama,2019,40.73071,-73.98655,New York,New York City,10003,Japanese,$$$,1
Contra,2019,40.719917,-73.98922,New York,New York City,10002,Contemporary,$$$$,1
Atomix,2019,40.744408,-73.98292,New York,New York City,N/A,Korean,$$$$,1
Kyo Ya,2019,40.7266,-73.98526,New York,New York City,10009,Japanese,$$$,1
Kajitsu,2019,40.72776,-73.98428,New York,New York City,10016,Japanese,$$$,1
Agern,2019,40.75234,-73.9775,New York,New York City,10017,Scandinavian,$$$$,1
Caviar Russe,2019,40.760685,-73.97355,New York,New York City,10022,Contemporary,$$$$,1
Tuome,2019,40.724194,-73.9828,New York,New York City,10009,Fusion,$$,1
Tempura Matsui,2019,40.74839,-73.97474,New York,New York City,10158,Japanese,$$$$,1
Sushi Yasuda,2019,40.75108,-73.97364,New York,New York City,10017,Japanese,$$$$,1
Sushi Amane,2019,40.75133,-73.971725,New York,New York City,10017,Japanese,$$$$,1
Café Boulud,2019,40.77439,-73.96414,New York,New York City,10021,French,$$$$,1
Claro,2019,40.677395,-73.98615,New York,New York City,N/A,Mexican,$$,1
Satsuki,2019,40.801243,-73.95187,New York,New York City,10036,Japanese,$$$$,1
Sushi Noz,2019,40.77384,-73.958275,New York,New York City,N/A,Japanese,$$$$,1
Sushi Inoue,2019,40.810448,-73.943726,New York,New York City,10027,Japanese,$$$$,1
Meadowsweet,2019,40.710354,-73.96317,New York,New York City,11212,Mediterranean,$$$,1
Casa Enríque,2019,40.743492,-73.95425,New York,New York City,11101,Mexican,$$,1
Peter Luger,2019,40.70986,-73.96263,New York,New York City,11211,Steakhouse,$$$$,1
Oxomoco,2019,40.730057,-73.95538,New York,New York City,11222,Mexican,$$$,1
The Finch,2019,40.68704,-73.96297,New York,New York City,11238,American,$$$,1
Faro,2019,40.707584,-73.923035,New York,New York City,11237,American,$$,1
Senses,2019,52.244583,21.005886,Warszawa,Poland,00 085,Modern cuisine,$$$$$,1
atelier Amaro,2019,52.21708,21.03768,Warszawa,Poland,00 507,Modern cuisine,$$$$,1
Aniar,2019,53.27112,-9.057078,Gaillimh/Galway,Ireland,N/A,Creative,N/A,1
Loam,2019,53.27384,-9.044447,Gaillimh/Galway,Ireland,N/A,Creative,N/A,1
Wild Honey Inn,2019,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,N/A,Classic cuisine,N/A,1
Chestnut,2019,51.562588,-9.460854,Ballydehob,Ireland,N/A,Modern cuisine,N/A,1
Mews,2019,51.48285,-9.37234,Baltimore,Ireland,N/A,Modern cuisine,N/A,1
Ichigo Ichie,2019,51.898167,-8.479933,Corcaigh/Cork,Ireland,N/A,Japanese,N/A,1
Chapter One,2019,53.354374,-6.263786,City Centre,Ireland,D1,Modern cuisine,N/A,1
Greenhouse,2019,53.340042,-6.258506,City Centre,Ireland,D2,Modern cuisine,N/A,1
L'Ecrivain,2019,53.33627,-6.24834,City Centre,Ireland,D2,Modern cuisine,N/A,1
Campagne,2019,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,N/A,Modern British,N/A,1
Heron & Grey,2019,53.30143,-6.177574,Blackrock,Ireland,N/A,Modern cuisine,N/A,1
Lady Helen,2019,52.526096,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,N/A,Modern cuisine,N/A,1
House,2019,51.94777,-7.7135396,Aird Mhór/Ardmore,Ireland,N/A,Modern cuisine,N/A,1
Olympe,2019,-22.96109,-43.20658,Rio de Janeiro - 22470,Rio de Janeiro,230,French,$$$$$,1
Lasai,2019,-22.95401,-43.19557,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,$$$$$,1
Oteque,2019,-22.95747,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,$$$$$,1
Mee,2019,-22.96764,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,1,Asian influences,$$$$$,1
Cipriani,2019,-22.96755,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,1,Italian,$$$$$,1
Jun Sakamoto,2019,-23.56318,-46.67737,São Paulo - 05413,Sao Paulo,0,Japanese,$$$$$,1
Maní,2019,-23.56621,-46.67974,São Paulo - 05415,Sao Paulo,0,creative,$$$$$,1
Evvai,2019,-23.567078,-46.679146,São Paulo - 05415,Sao Paulo,0,modern,$$$$$,1
Picchi,2019,-23.565063,-46.666767,São Paulo - 01426,Sao Paulo,1,Italian,$$$$$,1
Kosushi,2019,-23.58522,-46.6809,São Paulo - 04538,Sao Paulo,110,Japanese,$$$,1
Ryo Gastronomia,2019,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,1,Japanese,$$$$$,1
Tangará Jean-Georges,2019,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,$$$$$,1
Kinoshita,2019,-23.59159,-46.67146,São Paulo - 04509,Sao Paulo,1,Japanese,$$$$$,1
Kan Suke,2019,-23.5684,-46.64936,São Paulo - 01401,Sao Paulo,0,Japanese,$$$$$,1
Huto,2019,-23.60882,-46.6598,São Paulo - 04080,Sao Paulo,4,Japanese,$$$$$,1
Stay,2019,37.513004,127.10257,Seoul,South Korea,N/A,French contemporary,$$$,1
Lee Jong Kuk 104,2019,37.592903,126.997284,Seoul,South Korea,N/A,Korean,$$$$,1
Hansikgonggan,2019,37.577705,126.98852,Seoul,South Korea,N/A,Korean,$$$,1
Dining in Space,2019,37.57761,126.98845,Seoul,South Korea,N/A,French contemporary,$$$,1
Exquisine,2019,37.521046,127.049736,Seoul,South Korea,N/A,Innovative,$$$,1
Dosa,2019,37.52445,127.04441,Seoul,South Korea,N/A,Innovative,$$$,1
Joo Ok,2019,37.52252,127.04396,Seoul,South Korea,N/A,Korean contemporary,$$$,1
Balwoo Gongyang,2019,37.57389,126.98318,Seoul,South Korea,N/A,Temple cuisine,$$,1
Muoki,2019,37.518963,127.04217,Seoul,South Korea,N/A,Innovative,$$$,1
L'Amitié,2019,37.522675,127.032646,Seoul,South Korea,N/A,French,$$$,1
Yu Yuan,2019,37.57045,126.97534,Seoul,South Korea,N/A,Chinese,$$$,1
Bicena,2019,37.5384,127.00135,Seoul,South Korea,N/A,Korean,$$$,1
Mosu,2019,37.536415,126.99934,Seoul,South Korea,N/A,Innovative,$$$$$,1
Poom,2019,37.54903,126.98341,Seoul,South Korea,N/A,Korean,$$$,1
Soigné,2019,37.49816,127.002,Seoul,South Korea,N/A,Innovative,$$$,1
Table for Four,2019,37.49769,126.99442,Seoul,South Korea,N/A,European contemporary,$$$,1
Zero Complex,2019,37.49417,126.9948,Seoul,South Korea,N/A,Innovative,$$$,1
Jin Jin,2019,37.55777,126.91324,Seoul,South Korea,N/A,Chinese,$,1
Gotgan,2019,37.52212,126.92022,Seoul,South Korea,N/A,Korean,$$$$,1
Hill Street Tai Hwa Pork Noodle,2018,1.3052,103.8624,Singapore,Singapore,N/A,Street Food,$,1
Putien (Kitchener Road),2018,1.30969,103.8573,Singapore,Singapore,N/A,Fujian,$,1
Chef Kang's,2018,1.304735,103.84955,Singapore,Singapore,N/A,Cantonese,$$$,1
Garibaldi,2018,1.296564,103.855,Singapore,Singapore,N/A,Italian,$,1
Summer Pavilion,2018,1.291284,103.8603,Singapore,Singapore,N/A,Cantonese,$$,1
Shinji (Bras Basah Road),2018,1.2959028,103.8539,Singapore,Singapore,N/A,Sushi,$$,1
The Song of India,2018,1.310767,103.8353,Singapore,Singapore,N/A,Indian,$,1
Lei Garden,2018,1.295228,103.8521,Singapore,Singapore,N/A,Cantonese,$,1
Whitegrass,2018,1.295452,103.8516,Singapore,Singapore,N/A,Australian,$$,1
Jaan,2018,1.293184,103.8529,Singapore,Singapore,N/A,French contemporary,$$$,1
Labyrinth,2018,1.2899688,103.8562,Singapore,Singapore,N/A,Innovative,$$,1
Cut,2018,1.2853268,103.8607,Singapore,Singapore,N/A,Steakhouse,$$$,1
Alma,2018,1.309123,103.834,Singapore,Singapore,N/A,European contemporary,$,1
Béni,2018,1.302379,103.8366,Singapore,Singapore,N/A,French contemporary,$$,1
Crystal Jade Golden Palace,2018,1.303244,103.8353,Singapore,Singapore,N/A,Chinese,$,1
Imperial Treasure Fine Teochew Cuisine (Orchard),2018,1.3032448,103.8349,Singapore,Singapore,N/A,Chinese,$,1
Saint Pierre,2018,1.285781,103.8538,Singapore,Singapore,N/A,French contemporary,$$,1
Sushi Ichi,2018,1.305105,103.8324,Singapore,Singapore,N/A,Sushi,$$$,1
Sushi Kimura,2018,1.3063719,103.829475,Singapore,Singapore,N/A,Sushi,$$$$,1
Iggy's,2018,1.305986,103.8294,Singapore,Singapore,N/A,European contemporary,$$$,1
Braci,2018,1.287212,103.84949,Singapore,Singapore,N/A,Italian contemporary,$$,1
Jiang-Nan Chun,2018,1.304937,103.8288,Singapore,Singapore,N/A,Cantonese,$$$,1
Bacchanalia,2018,1.2874758,103.8474,Singapore,Singapore,N/A,Innovative,$$,1
Shinji (Tanglin Road),2018,1.305821,103.8257,Singapore,Singapore,N/A,Sushi,$$$$,1
Corner House,2018,1.315121,103.8154,Singapore,Singapore,N/A,Innovative,$$,1
Summer Palace,2018,1.3043848,103.825,Singapore,Singapore,N/A,Cantonese,$,1
Cheek by Jowl,2018,1.281301,103.84849,Singapore,Singapore,N/A,Australian,$,1
Nouri,2018,1.28086,103.84713,Singapore,Singapore,N/A,Innovative,$,1
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,2018,1.28248,103.8439,Singapore,Singapore,N/A,Street Food,$,1
Burnt Ends,2018,1.280501,103.8418,Singapore,Singapore,N/A,Barbecue,$$,1
Rhubarb,2018,1.279368,103.843,Singapore,Singapore,N/A,French contemporary,$,1
Meta,2018,1.279372,103.8415,Singapore,Singapore,N/A,Innovative,$$,1
Ma Cuisine,2018,1.27826,103.842,Singapore,Singapore,N/A,French,$,1
Candlenut,2018,1.2797709,103.8402,Singapore,Singapore,N/A,Peranakan,$,1
Bhoga,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,$$$,1
Koka,2019,57.698406,11.965365,Göteborg,Sweden,411 25,Modern cuisine,$$$,1
28+,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern cuisine,$$$,1
SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,$$$,1
Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,$$$,1
Upper House,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,$$$$,1
Agrikultur,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern cuisine,$$$$,1
Sushi Sho,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,$$$,1
Volt,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,$$$,1
Ekstedt,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,$$$,1
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,111 86,Classic cuisine,$$$$,1
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,103 27,Modern cuisine,$$,1
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,$$$$,1
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,352 31,Creative,$$$,1
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,$$,1
SAV,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,$$$,1
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,110,Taiwanese,$$,1
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,$$,1
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,110,French contemporary,$$$,1
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,110,Sushi,$$$$,1
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,$$,1
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,$$,1
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,$$$,1
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,$$$,1
logy,2019,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,$$$$,1
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,$$$,1
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,110,Japanese,$$$$,1
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,$$$$,1
MUME,2019,25.036266,121.54809,Taipei,Taipei,110,European contemporary,$$$,1
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,110,Innovative,$$$,1
Longtail,2019,25.023922,121.54841,Taipei,Taipei,110,Innovative,$$,1
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,$$,1
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,$,1
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,$$,1
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,N/A,Thai,$,1
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,N/A,Innovative,$$$$$,1
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,N/A,Thai,$$$,1
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,N/A,Thai,$$$$,1
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,N/A,Innovative,$$$$,1
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,N/A,Thai,$$$$$,1
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,N/A,Thai Contemporary,$$$,1
Elements,2019,13.742978,100.54798,Bangkok,Thailand,N/A,French contemporary,$$$$,1
Paste,2019,13.744594,100.540565,Bangkok,Thailand,N/A,Thai,$$$,1
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,N/A,Sushi,$$$$,1
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,N/A,Southern Thai,$$$$$,1
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,N/A,French contemporary,$$$,1
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,N/A,Thai,$$,1
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,N/A,Innovative,$$$$,1
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,N/A,Thai,$$,1
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,N/A,Street Food,$$,1
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,N/A,Thai,$$$,1
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,N/A,French contemporary,$$$,1
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,N/A,Thai Contemporary,$$$$,1
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,N/A,Thai,$$$$,1
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,N/A,Thai,$$,1
PRU,2019,8.034298,98.2764,Phuket,Thailand,N/A,Innovative,$$$$$,1
Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,$$$,1
Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,$$,1
Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,$$$$,1
Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,$$$$,1
Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,$$$$,1
Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,$$$,1
Bresca,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,$$,1
The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,$$,1
Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$$,1
Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$,1
Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,$$$$,1
Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,$$$,1
Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,$$,1
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,N/A,1
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,N/A,1
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,N/A,1
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,N/A,1
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,N/A,1
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,N/A,1
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,N/A,1
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,N/A,1
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,N/A,1
The Cellar,2019,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,N/A,1
Forest Side,2019,54.46396,-3.0157998,Grasmere,United Kingdom,LA22 9RN,Modern British,N/A,1
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,LA23 3NE,Modern cuisine,N/A,1
Rogan & Co,2019,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,N/A,1
House of Tides,2019,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,NE1 3RF,Modern cuisine,N/A,1
Sosban & The Old Butchers,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,N/A,1
Northcote,2019,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,N/A,1
Yorke Arms,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,N/A,1
Fraiche,2019,53.38183,-3.04307,Birkenhead,United Kingdom,CH43 5SG,Creative,N/A,1
White Swan,2019,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,N/A,1
Tyddyn Llan,2019,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,N/A,1
Ynyshir,2019,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,N/A,1
Black Swan,2019,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,N/A,1
Simon Radley at Chester Grosvenor,2019,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,N/A,1
Star Inn at Harome,2019,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,N/A,1
The Man Behind The Curtain,2019,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,N/A,1
The Checkers,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,N/A,1
Pipe and Glass,2019,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,N/A,1
Fischer's at Baslow Hall,2019,53.25055,-1.6269798,Baslow,United Kingdom,DE45 1RR,Modern cuisine,N/A,1
Winteringham Fields,2019,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,N/A,1
Thomas Carr @ The Olive Room,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,N/A,1
Walnut Tree,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,N/A,1
Paul Ainsworth at No.6,2019,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,N/A,1
Simpsons,2019,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,N/A,1
Purnell's,2019,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,N/A,1
Adam's,2019,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,N/A,1
Outlaw's Fish Kitchen,2019,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,N/A,1
Carters of Moseley,2019,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,N/A,1
Peel's,2019,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,N/A,1
John's House,2019,52.73295,-1.145851,Mountsorrel,United Kingdom,LE12 7AR,Modern cuisine,N/A,1
The Whitebrook,2019,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,N/A,1
James Sommerin,2019,51.434387,-3.167951,Penarth,United Kingdom,CF64 3AU,Modern cuisine,N/A,1
Driftwood,2019,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,N/A,1
The Cross at Kenilworth,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,N/A,1
Masons Arms,2019,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,N/A,1
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,N/A,1
Le Champignon Sauvage,2019,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,N/A,1
Gidleigh Park,2019,50.67658,-3.87354,Chagford,United Kingdom,TQ13 8HH,Modern cuisine,N/A,1
Hambleton Hall,2019,52.65737,-0.66812,Upper Hambleton,United Kingdom,LE15 8TH,Classic cuisine,N/A,1
